137,00:00.0,4211,COMPLETE
138,00:00.0,10904,PROCESSING
139,00:00.0,7933,COMPLETE
140,00:00.0,4257,PENDING_PAYMENT
141,00:00.0,12128,COMPLETE
142,00:00.0,5760,PENDING_PAYMENT
143,00:00.0,10495,COMPLETE
144,00:00.0,2158,PROCESSING
145,00:00.0,494,ON_HOLD
146,00:00.0,8177,COMPLETE
147,00:00.0,275,PENDING_PAYMENT
148,00:00.0,5383,PROCESSING
149,00:00.0,11431,COMPLETE
150,00:00.0,236,PROCESSING
151,00:00.0,2493,ON_HOLD
152,00:00.0,3611,COMPLETE
153,00:00.0,8876,COMPLETE
154,00:00.0,9993,ON_HOLD
155,00:00.0,9044,PENDING_PAYMENT
156,00:00.0,5200,ON_HOLD
157,00:00.0,8986,ON_HOLD
158,00:00.0,12345,PENDING
159,00:00.0,10974,PENDING_PAYMENT
160,00:00.0,6762,COMPLETE
161,00:00.0,4513,PENDING_PAYMENT
162,00:00.0,3304,PENDING_PAYMENT
163,00:00.0,3348,COMPLETE
164,00:00.0,2962,PROCESSING
165,00:00.0,1222,PENDING_PAYMENT
166,00:00.0,7834,PROCESSING
167,00:00.0,1347,PENDING
168,00:00.0,11794,PENDING_PAYMENT
169,00:00.0,2611,ON_HOLD
170,00:00.0,6295,PAYMENT_REVIEW
171,00:00.0,1980,COMPLETE
172,00:00.0,11382,COMPLETE
173,00:00.0,9027,ON_HOLD
174,00:00.0,3358,COMPLETE
175,00:00.0,384,COMPLETE
176,00:00.0,2897,PENDING_PAYMENT
177,00:00.0,9151,PENDING_PAYMENT
178,00:00.0,8503,COMPLETE
179,00:00.0,6506,COMPLETE
180,00:00.0,10215,ON_HOLD
181,00:00.0,7473,PENDING
182,00:00.0,10984,COMPLETE
183,00:00.0,12105,COMPLETE
184,00:00.0,210,COMPLETE
185,00:00.0,10966,PENDING_PAYMENT
186,00:00.0,1104,COMPLETE
187,00:00.0,1378,PAYMENT_REVIEW
188,00:00.0,2889,PENDING
189,00:00.0,10177,PENDING
